,artist_name,artist_id,album_id,album_name,release_date,total_tracks,album_type,followers,genres,name,popularity,spotify_url,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_id,track_name,track_number,valence
0,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,5swCwkecIl1ZafeyxJYbYk,A Face Like Mine,2017-04-21,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.815,0.773,208666,0.325,False,0.00504,8,0.114,-13.583,1,0.0309,137.065,4,5cSQvlBEuIfcF9KBXGOHKC,Good Man,1,0.538
1,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,5swCwkecIl1ZafeyxJYbYk,A Face Like Mine,2017-04-21,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.724,0.643,200800,0.436,False,0.459,1,0.11,-12.245,1,0.0273,91.485,4,53iFMaNUXn6Oj8hUIKSO5a,My Arms Were Always Around You,2,0.422
2,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,5swCwkecIl1ZafeyxJYbYk,A Face Like Mine,2017-04-21,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.307,0.609,273893,0.516,False,0.0135,4,0.0995,-9.269,1,0.0293,140.985,4,7G2nClcTDSn4VtNlSSBQXi,Lorraine,3,0.439
3,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,5swCwkecIl1ZafeyxJYbYk,A Face Like Mine,2017-04-21,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.798,0.566,371186,0.348,False,0.0718,7,0.0777,-14.111,1,0.0307,75.981,4,1z3vIIKSZ83hX6vTKo4536,A Face Like Mine,4,0.201
4,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,5swCwkecIl1ZafeyxJYbYk,A Face Like Mine,2017-04-21,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.889,0.653,275693,0.445,False,0.317,10,0.103,-13.843,0,0.0353,98.044,4,0px8acghPxrLMXXGaS6Mwe,Who Else Could I Be,5,0.563
5,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,5swCwkecIl1ZafeyxJYbYk,A Face Like Mine,2017-04-21,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.821,0.543,244960,0.344,False,0.0395,4,0.0967,-12.666,1,0.0352,141.105,4,4Un0UIwMc6h7NYa4ZkjnCf,Stay for a While,6,0.278
6,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,5swCwkecIl1ZafeyxJYbYk,A Face Like Mine,2017-04-21,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.753,0.563,247853,0.439,False,3.34e-05,7,0.0999,-10.479,1,0.037,89.357,4,5VaZGGnQn7JO9uDwh3Y4AF,On Jordan's Stormy Banks,7,0.318
7,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,5swCwkecIl1ZafeyxJYbYk,A Face Like Mine,2017-04-21,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.9,0.612,280640,0.207,False,0.00302,7,0.115,-15.055,1,0.0325,121.1,4,1R4zzcN7iYJjAq3xlK1xRk,We Are,8,0.349
8,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,5swCwkecIl1ZafeyxJYbYk,A Face Like Mine,2017-04-21,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.905,0.663,256560,0.185,False,0.0263,11,0.114,-16.433,0,0.0327,145.054,4,1PdUSoMNiamlFlWgnFnKCG,Come Tomorrow,9,0.235
9,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.199,0.549,260453,0.556,False,0.00455,0,0.106,-8.098,0,0.0339,144.069,4,6jyKCe7qBrPvl53Qj81K6p,The Mighty Storm,1,0.451
10,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.731,0.559,238400,0.194,False,0.111,3,0.116,-14.645,1,0.0351,145.869,4,6R5qf0cQMbkQgEZsF3REod,Hey Believers,2,0.197
11,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.756,0.641,239413,0.389,False,0.753,2,0.119,-12.938,0,0.0309,125.029,4,0MyAMxCVXic64vn7dkWASu,Feather in Her Crown,3,0.634
12,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.429,0.642,261733,0.559,False,0.481,5,0.11,-11.464,0,0.0368,154.047,4,2cDeAxiguiQPxs2maN3bmw,Be Still My Heart,4,0.612
13,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.884,0.389,225480,0.258,False,0.174,2,0.0646,-13.959,1,0.0297,168.596,3,3UzLhFAuNHEFz7wRlHhd8N,A Way to You Again,5,0.294
14,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.532,0.49,289680,0.496,False,0.237,6,0.11,-8.283,1,0.0267,76.021,4,11bJWV6Quuws5pZmRcb8Sr,When the Cold Comes,6,0.344
15,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.901,0.643,216346,0.336,False,0.0521,0,0.111,-13.379,1,0.0308,145.292,4,42i8E4PTEDkJiDVB1szVfa,Gypsy Lady,7,0.492
16,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.785,0.284,285026,0.33,False,0.0411,1,0.119,-11.141,0,0.038,54.68,4,5e91jHZSq3HqclQw7bcnDZ,She Has to Come Down,8,0.133
17,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.539,0.568,205866,0.395,False,0.000209,2,0.135,-10.608,1,0.0283,139.916,3,2clsBo9hHe78GvUacvXPmc,New Orleans,9,0.283
18,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.434,0.51,198653,0.469,False,0.0291,5,0.0776,-12.234,1,0.0379,76.861,4,4zMnDL9kka9PSYEfNAzBgt,Around Us,10,0.508
19,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,6nwxuBgg0CLgXa9YmtVRNU,The Mighty Storm,2014-02-04,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.0248,0.551,284226,0.501,False,0.112,7,0.186,-8.015,1,0.0245,142.042,4,2EunHpbcbUGfzcqSenLPbX,When the Cold Comes (Alternate Version),11,0.298
20,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.791,0.639,236466,0.361,False,0.0164,5,0.119,-13.846,1,0.0303,145.153,4,47mygPIqj1iHZQcOpk4LLx,I May Not Let Go,1,0.371
21,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.729,0.386,222346,0.225,False,0.0939,1,0.0632,-14.69,1,0.0313,136.701,3,2XfM2tnO8NJATUjuzVwCAt,My Love Is My Love,2,0.0611
22,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.674,0.599,227040,0.335,False,0.0205,3,0.111,-13.29,1,0.0274,149.035,3,5muB0omyyKenLAxIFNuTMN,Don't Rest Your Weight on Me Now,3,0.438
23,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.772,0.579,271400,0.306,False,0.25,11,0.11,-14.751,1,0.0296,149.025,4,4CsM8aMxc2ZdD89i25K7PB,Be Still My Heart,4,0.298
24,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.973,0.218,115546,0.00993,False,0.922,2,0.0602,-28.235,1,0.0424,68.65,5,4oyAwdabVGbpoUW5AW8u0a,Interlude for Piano,5,0.153
25,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.517,0.616,225520,0.375,False,0.137,2,0.112,-15.352,1,0.0311,89.024,4,0O3uh0aAv51mvqYxfxVwIK,Katy,6,0.287
26,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.615,0.33,217546,0.264,False,0.686,7,0.11,-13.789,1,0.0294,99.991,4,6BsgeGbJmDcsKjHEoW1Dij,Mother Don't Look Down,7,0.283
27,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.864,0.627,260399,0.315,False,0.0928,8,0.108,-16.029,1,0.0312,100.933,4,0uL0ALQpXqZboszMv2lKIX,Full Moon Song,8,0.303
28,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.644,0.5,266800,0.302,False,0.0557,1,0.0914,-12.704,0,0.0268,148.941,3,5AT78vBv3aqmdWuEqOPwjt,Between Us,9,0.175
29,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.852,0.617,208840,0.171,False,7.44e-05,2,0.105,-15.15,1,0.0266,93.868,3,3mdA20HQwJ37OwrHmWGqfM,Waltz for the Faithless,10,0.261
30,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.931,0.434,270266,0.254,False,0.00585,7,0.111,-15.952,1,0.0311,167.924,4,0UPVdKgRSKpGIU8Pj7sdqR,Emily's Rain,11,0.323
31,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,7CBDvmSVwUCjqzth8CkMVw,Between Us,2011-06-14,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.86,0.341,257578,0.252,False,0.0202,2,0.107,-12.631,1,0.0289,85.388,4,36nutidtBA0yXHCA86Q7cx,London Bridge Is Falling Down,12,0.292
32,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.544,0.485,181640,0.417,False,0.00899,2,0.0862,-12.061,1,0.032,100.463,4,3bslONU9bZOFQsndI8jHZI,Family Name,1,0.465
33,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.931,0.538,186453,0.3,False,0.0041,2,0.114,-15.25,1,0.0335,83.935,4,69OVkzMJGTx1o66vm5vzxw,For You,2,0.313
34,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.34,0.448,229666,0.474,False,0.434,3,0.0723,-10.572,0,0.0268,152.79,4,1deaGvXYYrULPVCQsZsTAi,Trace of You,3,0.229
35,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.905,0.541,233440,0.348,False,0.0158,0,0.118,-12.417,1,0.0284,156.067,4,7Mucfv8KcSbZcH0uVqYGzY,I Cannot Settle Down,4,0.475
36,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.877,0.492,222546,0.351,False,0.0718,2,0.0833,-10.652,0,0.0247,76.985,4,3zXnxHcsv0EnrCW0Csouh9,I Won't,5,0.211
37,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.94,0.499,262520,0.191,False,0.00506,7,0.0945,-14.444,1,0.0273,100.008,4,3LkzYy3SlAS0UiPHBjZCLp,From the Sky,6,0.105
38,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.716,0.439,263160,0.301,False,0.196,7,0.107,-12.579,1,0.0296,159.876,3,5evaADVeVsTrpAZVS960co,Darkening Sky,7,0.393
39,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.87,0.326,191533,0.133,False,0.0145,2,0.111,-14.75,1,0.0308,140.598,3,5aLsTkEUtdrwQ84OrcDjdk,I Tell Myself,8,0.173
40,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.856,0.31,298346,0.301,False,0.00445,2,0.138,-13.596,1,0.0374,179.9,3,7CkR6PHBHJRRCZI7gtothH,Heart of a Girl,9,0.42
41,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.61,0.611,209173,0.401,False,0.000861,5,0.106,-13.41,1,0.0306,153.125,4,0bqDcVZvMWagVPu7CrpuEk,Something 'bout You Lately,10,0.333
42,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.245,0.572,236013,0.47,False,0.00696,9,0.171,-10.484,1,0.0291,145.972,4,5PGxDDnVjT2eEcYUtT1f5Q,Walk Away,11,0.702
43,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,3FIx5RraKVNWwI0fDpgdfr,Traces,2009-10-13,12,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.627,0.483,344600,0.388,False,0.07,0,0.105,-10.71,1,0.0278,142.022,4,7cvsJnl0tZYrD3Gb5Vj1bj,Awaken,12,0.178
44,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,0zRutLrFlSibd97Vgzk83K,Leavetaking,2008-08-05,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.732,0.602,251453,0.52,False,0.221,3,0.0982,-10.831,1,0.028,151.912,4,03czT1nVZDRv2JlpY2GxON,The Longer I Run,1,0.523
45,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,0zRutLrFlSibd97Vgzk83K,Leavetaking,2008-08-05,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.929,0.372,214466,0.113,False,0.00912,2,0.112,-15.825,1,0.0293,70.328,4,570bCyTqitfPQUgutUvKPb,Los Angeles,2,0.119
46,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,0zRutLrFlSibd97Vgzk83K,Leavetaking,2008-08-05,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.684,0.631,221173,0.577,False,0.238,10,0.108,-10.663,1,0.0298,104.976,4,5oYKPfed806ex5blm8YWaK,I'll Forget You,3,0.402
47,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,0zRutLrFlSibd97Vgzk83K,Leavetaking,2008-08-05,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.862,0.547,213866,0.332,False,0.0455,3,0.112,-13.299,1,0.0275,144.593,3,6WKM6xxFTxFSbIqcJOeFmx,Under My Skin,4,0.283
48,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,0zRutLrFlSibd97Vgzk83K,Leavetaking,2008-08-05,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.708,0.542,239533,0.362,False,0.00714,5,0.0768,-12.072,1,0.0293,150.011,4,1Temsa0pD8OGQVStrGt3mU,Always,5,0.343
49,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,0zRutLrFlSibd97Vgzk83K,Leavetaking,2008-08-05,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.881,0.654,146800,0.106,False,0.0146,2,0.0839,-17.485,1,0.0367,118.08,4,14Xyt1nkb8oMiOeAQiiZ7K,So Are You to Me,6,0.162
50,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,0zRutLrFlSibd97Vgzk83K,Leavetaking,2008-08-05,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.737,0.551,243440,0.346,False,0.0692,5,0.116,-11.164,1,0.0294,74.028,4,39tKfBRog6yw8QPzdlhIOU,Ohio,7,0.225
51,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,0zRutLrFlSibd97Vgzk83K,Leavetaking,2008-08-05,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.657,0.545,281920,0.406,False,0.148,0,0.104,-14.306,0,0.0295,71.58,4,55ebzTNyOZ1IdOznEEDf6P,Keep Us,8,0.394
52,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,0zRutLrFlSibd97Vgzk83K,Leavetaking,2008-08-05,9,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.974,0.238,144360,0.106,False,0.821,2,0.079,-15.851,0,0.0375,88.367,1,6yB20dRJnRL3UAd8mcDHyF,Song for Viola,9,0.0886
53,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.469,0.615,244586,0.465,False,0.0238,5,0.354,-9.261,1,0.0234,99.043,4,3lJfsTyse90TU2IyIc3F8j,Unreconciled,1,0.432
54,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.652,0.514,257346,0.588,False,0.0033,7,0.12,-10.026,1,0.0314,87.973,4,0L7FOjcDvx2qYKfAbNXu3y,Teresa,2,0.568
55,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.837,0.151,182146,0.201,False,0.0167,3,0.103,-12.291,0,0.0336,70.888,4,5H4qUkmKXI4DIWDQqduU3F,Lay Your Head Down,3,0.157
56,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.618,0.458,254373,0.443,False,0.000531,7,0.111,-7.811,1,0.0281,74.456,4,4InVaRs9u8XEqJEEfzyYea,One Foot Down,4,0.357
57,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.751,0.519,267586,0.537,False,0.0016,3,0.107,-8.931,1,0.0313,115.006,4,4Niw0WsyzZ8GmNm1Rb3E4j,Chant,5,0.469
58,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.929,0.286,165146,0.147,False,9.68e-06,6,0.132,-12.339,1,0.0324,79.054,5,2DUCskz79gmDgi6AMn9JWd,Little Stranger,6,0.301
59,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.286,0.485,312706,0.523,False,0.0986,2,0.0868,-9.679,0,0.0267,81.084,3,4BnQYtbfPzNCHGkcgzN0Kx,Upside Down,7,0.283
60,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.709,0.56,256573,0.487,False,0.213,3,0.0746,-9.934,1,0.0278,133.108,4,01ck2D3fGfGuSjv2P7oRdA,He Sang,8,0.454
61,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.577,0.529,223280,0.642,False,0.0147,8,0.128,-9.92,1,0.0278,156.049,4,52Fxg7eUfAjTPTxdgUIsSs,Queen of Hearts,9,0.658
62,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.72,0.47,308346,0.461,False,0.0039,9,0.118,-10.615,1,0.0323,111.986,4,7jIFSDi1YdNRmMJJsUe3DP,Gather Up,10,0.157
63,Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,1szxwnS1wXsmmmAa4z7lFN,Gather Up,2006-08-01,11,album,97000,acoustic pop,Peter Bradley Adams,48,https://open.spotify.com/artist/0CdbG1eHVjqjkQsGoH2u1V,0.917,0.49,207560,0.162,False,0.000299,3,0.0916,-15.363,1,0.03,83.55,3,5BNLGGwWnPBkFO6j7RmEyX,One Picture,11,0.289
