index,artist_name,artist_id,album_id,album_name,release_date,total_tracks,album_type
283,Jason Isbell and the 400 Unit,3Lg3FGwBxOGuefqekQzRUf,6WdpkBR26l19jEhFg4Zs8f,Jason Isbell and the 400 Unit,2009-02-17,12,album
284,Jason Isbell and the 400 Unit,3Lg3FGwBxOGuefqekQzRUf,03DeaSUiP4Yq7zQhikqpWr,Live At Twist & Shout 11.16.07,2008-04-01,6,album
285,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,5z6BFXI711HbSAXDjgOAHE,Into The Woods (2022 Broadway Cast Recording),2022-09-30,25,album
286,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,1D8kRZizbtcWJWQ1LSygvE,Amidst the Chaos: Live from the Hollywood Bowl,2021-05-21,21,album
287,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,52fzvqGSm991mT6pBgAS6g,More Love - Songs from Little Voice Season One,2020-09-04,10,album
288,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,10xzW5XNPaJoCBKAIdjZYb,What's Not Inside: The Lost Songs from Waitress (Outtakes and Demos Recorded for the Broadway Musical),2019-08-16,7,album
289,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,5x2sDapUIdq0qk1ezff3gm,Amidst the Chaos (Bonus Version),2019-05-10,13,album
290,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,1s6codM2ZAB008t9GTyaEk,What's Inside: Songs from Waitress,2015-11-06,12,album
291,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,0SwzCCHxBlXXXLPpqkjXaK,What's Inside: Songs from Waitress - Commentary,2015-11-03,12,album
292,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,4HnmEIDtiegXuU4fzzhTy9,Sounds Like Me - Commentary,2015-11-02,8,album
293,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,7L4ZgnQqEhCEsV9GnMeXtE,Brave Enough: Live at the Variety Playhouse,2013-10-22,13,album
294,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,7lpbyGc4fHsQkBTsfWVBhp,The Blessed Unrest,2013-07-16,12,album
295,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,627ukPRwYxyBREHxBq0vGJ,Kaleidoscope Heart,2010-09-07,13,album
296,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,64QcWKPhmceNB4ULPq1l1o,Between The Lines: Sara Bareilles Live At The Fillmore,2008-10-28,12,album
297,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,2Z9WUERfMjOgQ6ze9TcGbF,Little Voice,2007-07-03,12,album
298,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,6I6LWiUlVb6UWYLN7KNU9W,Careful Confessions,2004-01-24,11,album
299,Grace Potter,1PJVVIeS5Wu0wbZDhtC0Ht,39CJTcG6bVCFdqtHlKb8L6,Grace Potter's Road Trip,2024-04-18,15,album
300,Grace Potter,1PJVVIeS5Wu0wbZDhtC0Ht,5LjmGiV7L4vzjS5F2cLPUf,Mother Road,2023-08-18,10,album
301,Grace Potter,1PJVVIeS5Wu0wbZDhtC0Ht,1ZUZuW2fR7J5JscL8FHpSC,Daylight,2019-10-25,11,album
302,Grace Potter,1PJVVIeS5Wu0wbZDhtC0Ht,6vH6hPl0Woh6Cp1EUbpYq7,Midnight,2015-01-01,12,album
303,Yola,2gqMBdyddvN82dzZt4ZF14,1aF9Xjtg1d1wwsE4hRAkQV,Stand For Myself,2021-07-30,12,album
304,Yola,2gqMBdyddvN82dzZt4ZF14,0XOpyZAAkGomyeXBSQcFiL,Walk Through Fire (Deluxe Edition),2019-12-06,14,album
