,Unnamed: 0,name,artist_id,genres,followers,popularity,spotify_url
5885,7287,Udbhav,6lJSXbir8V0GruDu5r07Un,,22033,53,https://open.spotify.com/artist/6lJSXbir8V0GruDu5r07Un
5886,7288,Sianvar,7knX09gycsICUsngJj4xVc,"progressive post-hardcore, sacramento indie, swancore",49895,32,https://open.spotify.com/artist/7knX09gycsICUsngJj4xVc
5887,7289,Nova Charisma,38eA1ThaS4uXfJjh8N8OaX,progressive post-hardcore,18309,33,https://open.spotify.com/artist/38eA1ThaS4uXfJjh8N8OaX
5888,7290,Royal Coda,6xG7V5GWf6QWQu1EFL3WJ8,"progressive post-hardcore, sacramento indie",57664,39,https://open.spotify.com/artist/6xG7V5GWf6QWQu1EFL3WJ8
5889,7291,A Lot Like Birds,4tGd3HHlV4RVOdlBc5LAW3,"progressive post-hardcore, sacramento indie",61254,36,https://open.spotify.com/artist/4tGd3HHlV4RVOdlBc5LAW3
5890,7292,Stolas,6dTU3TyXwQiwscqH54TSMO,"progressive post-hardcore, swancore",17810,23,https://open.spotify.com/artist/6dTU3TyXwQiwscqH54TSMO
5891,7293,Donovan Melero,6Q3ralMRVqEqQKwnML65w4,progressive post-hardcore,8614,26,https://open.spotify.com/artist/6Q3ralMRVqEqQKwnML65w4
5892,7294,Dwellings,2QNICn5WdFBTSwP6w6wbIM,"progressive post-hardcore, swancore",31203,36,https://open.spotify.com/artist/2QNICn5WdFBTSwP6w6wbIM
5893,7295,Kurt Travis,5vSV3fKlUjklNyydqxyN0s,progressive post-hardcore,35359,38,https://open.spotify.com/artist/5vSV3fKlUjklNyydqxyN0s
5894,7296,Secret Band,2yPTApi5ZT9yYsSoD98b1X,"progressive post-hardcore, swancore",44388,30,https://open.spotify.com/artist/2yPTApi5ZT9yYsSoD98b1X
5895,7297,Wolf & Bear,7DHLWUbPofoFR1yRFfgL5a,"progressive post-hardcore, swancore",41181,44,https://open.spotify.com/artist/7DHLWUbPofoFR1yRFfgL5a
5896,7298,I Met a Yeti,3WXUVTFKEiMpV82ufkF7hL,"progressive post-hardcore, swancore",18330,36,https://open.spotify.com/artist/3WXUVTFKEiMpV82ufkF7hL
5897,7299,Eidola,3z8aGzEIL6yA1mFXNFf9E3,"progressive post-hardcore, swancore",66504,45,https://open.spotify.com/artist/3z8aGzEIL6yA1mFXNFf9E3
5898,7300,Adventurer,5d0oJmM0pl53UfUTSnWl4E,progressive post-hardcore,12413,29,https://open.spotify.com/artist/5d0oJmM0pl53UfUTSnWl4E
5899,7301,Cat Company,74Oylv04NiDqeOhzZhz7LM,progressive post-hardcore,18811,29,https://open.spotify.com/artist/74Oylv04NiDqeOhzZhz7LM
5900,7302,Tides Of Man,4psrqC3PJSJSNJ9Vmqj2ZK,"progressive post-hardcore, tampa indie",56113,33,https://open.spotify.com/artist/4psrqC3PJSJSNJ9Vmqj2ZK
5901,7303,Body Thief,6xbQZn9TJk1dM2htOjU3Sw,progressive post-hardcore,12516,25,https://open.spotify.com/artist/6xbQZn9TJk1dM2htOjU3Sw
5902,7304,Coletta,5pRxS1TqblxFku49c4BnLV,"progressive post-hardcore, swancore",34526,37,https://open.spotify.com/artist/5pRxS1TqblxFku49c4BnLV
5903,7305,Makari,4YW1GDcW9hobRPMDi8v6XH,"progressive post-hardcore, swancore",53573,42,https://open.spotify.com/artist/4YW1GDcW9hobRPMDi8v6XH
5904,7306,Artifex Pereo,7mC6ywPKZSvXARBrQT1fSN,progressive post-hardcore,18046,33,https://open.spotify.com/artist/7mC6ywPKZSvXARBrQT1fSN
5905,7307,Sufferer,353QV3QKqSrakxth2SRGOk,progressive post-hardcore,13779,24,https://open.spotify.com/artist/353QV3QKqSrakxth2SRGOk
5906,7308,Space 92,6TVdVlY6irsNPkMHT2HkfD,french techno,84793,54,https://open.spotify.com/artist/6TVdVlY6irsNPkMHT2HkfD
5907,7309,Layton Giordani,7mC3RkNNTV6p2j9w4F8Ip4,"dark techno, nyc club",82323,60,https://open.spotify.com/artist/7mC3RkNNTV6p2j9w4F8Ip4
5908,7310,Joyhauser,59a1Bp0JQfL2mGnpL0lW2Y,"belgian techno, dark techno, raw techno",80305,47,https://open.spotify.com/artist/59a1Bp0JQfL2mGnpL0lW2Y
5909,7311,Eli Brown,5lVNSw2GPci8kebrAQpZqU,"house, tech house, uk dance",129042,61,https://open.spotify.com/artist/5lVNSw2GPci8kebrAQpZqU
5910,7312,Thomas Schumacher,7KkV7dFoGEXr4M3fpb1FgD,"german techno, minimal techno, raw techno",87175,48,https://open.spotify.com/artist/7KkV7dFoGEXr4M3fpb1FgD
5911,7313,Mha Iri,5VMXbzLVkLd4Cq4rBzx4T3,scottish techno,23772,41,https://open.spotify.com/artist/5VMXbzLVkLd4Cq4rBzx4T3
5912,7314,T78,5FgLkieOqGXPn01dnbJp9Z,"dark techno, german dark minimal techno, italian techno, raw techno",80184,48,https://open.spotify.com/artist/5FgLkieOqGXPn01dnbJp9Z
5913,7315,Kaspar,679xKCdF1dBRH0gGgZfcCC,,16138,40,https://open.spotify.com/artist/679xKCdF1dBRH0gGgZfcCC
5914,7316,Indira Paganotto,0JXc5G7ZImFTwPg3y8MTfR,,136029,48,https://open.spotify.com/artist/0JXc5G7ZImFTwPg3y8MTfR
5915,7317,Alignment,4eFbq5PZgW7YbtA65PP4wS,"acid techno, hard techno",75578,45,https://open.spotify.com/artist/4eFbq5PZgW7YbtA65PP4wS
5916,7318,Amelie Lens,5Ho1vKl1Uz8bJlk4vbmvmf,"acid techno, belgian techno, dark techno, electra",623672,54,https://open.spotify.com/artist/5Ho1vKl1Uz8bJlk4vbmvmf
5917,7319,Anfisa Letyago,7icoOm5fKKPo49jVxoj1Cq,,106510,42,https://open.spotify.com/artist/7icoOm5fKKPo49jVxoj1Cq
5918,7320,Reinier Zonneveld,21A7bhIL1m6CNZn8y57PIZ,dark techno,180402,54,https://open.spotify.com/artist/21A7bhIL1m6CNZn8y57PIZ
5919,7321,Enrico Sangiuliano,1u7DsNFbakULvxnDGtMm90,"dark techno, italian techno",192944,53,https://open.spotify.com/artist/1u7DsNFbakULvxnDGtMm90
5920,7322,Bart Skils,6iWBjg4b4ll4jLiParnWXT,"deep minimal techno, minimal techno",56466,46,https://open.spotify.com/artist/6iWBjg4b4ll4jLiParnWXT
5921,7323,Marie Vaunt,50KydUSYhBFGorhAgUcrL5,,14771,41,https://open.spotify.com/artist/50KydUSYhBFGorhAgUcrL5
5922,7324,Deborah de Luca,144HzhpLjcR9k37w5Ico9B,"electra, italian techno",519403,56,https://open.spotify.com/artist/144HzhpLjcR9k37w5Ico9B
5923,7326,HI-LO,0ETJQforv5OXgDgidQv9qd,"dutch house, electro house, house",146228,57,https://open.spotify.com/artist/0ETJQforv5OXgDgidQv9qd
5924,7327,Belocca,3jcvzSheHd14vjraXHLGPN,"dark techno, funky tech house, hungarian techno",22045,41,https://open.spotify.com/artist/3jcvzSheHd14vjraXHLGPN
5925,7328,黃品源,22eZSsFE2fxLnnC9Zga25b,"classic mandopop, mandopop",79061,41,https://open.spotify.com/artist/22eZSsFE2fxLnnC9Zga25b
5926,7329,Steve Chou,1Qneon4tYZ7srVOU91bTsO,"classic mandopop, mandopop",153095,49,https://open.spotify.com/artist/1Qneon4tYZ7srVOU91bTsO
5927,7330,林志炫,6O9BAkGBRRzHUDrWqdT68r,"classic mandopop, mandopop",105650,42,https://open.spotify.com/artist/6O9BAkGBRRzHUDrWqdT68r
5928,7331,Richie Jen,0zjNCSqeDIxn63crtDx7G2,"classic mandopop, mandopop",192402,48,https://open.spotify.com/artist/0zjNCSqeDIxn63crtDx7G2
5929,7332,巫啟賢,7y52WmTUJZQU7m83zYfoV2,"c-pop, classic mandopop, malaysian mandopop, mandopop, singaporean mandopop, xinyao",82908,43,https://open.spotify.com/artist/7y52WmTUJZQU7m83zYfoV2
5930,7333,Phil Chang,7g65zUBhUAbiu4pAcoyWRd,"classic mandopop, mandopop",267945,50,https://open.spotify.com/artist/7g65zUBhUAbiu4pAcoyWRd
5931,7334,SKY WU,7pAOT0acNprtWarxvyM5LZ,"classic mandopop, mandopop",58211,47,https://open.spotify.com/artist/7pAOT0acNprtWarxvyM5LZ
5932,7335,Zhao Chuan,2deH7GtKAGqNAYCtsruIQ8,"classic mandopop, mandopop, taiwan pop",69810,41,https://open.spotify.com/artist/2deH7GtKAGqNAYCtsruIQ8
5933,7336,邰正宵,4t3kmZV59tEONpRUZmXjpP,"classic mandopop, mandopop",36369,37,https://open.spotify.com/artist/4t3kmZV59tEONpRUZmXjpP
5934,7337,Harlem Yu,6VbRanWSU3pdDhJnhSfGmY,"classic mandopop, mandopop",195805,48,https://open.spotify.com/artist/6VbRanWSU3pdDhJnhSfGmY
5935,7338,Winnie Hsin,75UZxcclb8ahAZl69xMKLJ,"classic mandopop, mandopop",60032,39,https://open.spotify.com/artist/75UZxcclb8ahAZl69xMKLJ
5936,7339,Wakin Chau,6wcIBaOvA9XNGgPujYZZ7L,"c-pop, classic mandopop, mandopop",240635,51,https://open.spotify.com/artist/6wcIBaOvA9XNGgPujYZZ7L
5937,7340,Chris Yu,1AZC6jC2Y5aQPeMWfVAqon,"classic mandopop, mandopop",56599,36,https://open.spotify.com/artist/1AZC6jC2Y5aQPeMWfVAqon
5938,7341,Zhang Yu Sheng,3LefT7hR0PJgShJNQoPns5,"classic mandopop, mandopop, taiwan singer-songwriter",167734,46,https://open.spotify.com/artist/3LefT7hR0PJgShJNQoPns5
5939,7342,優客李林,6FAeDq0UGuzHeLiUzz45mA,"classic mandopop, mandopop",31607,40,https://open.spotify.com/artist/6FAeDq0UGuzHeLiUzz45mA
5940,7343,A-do,24C7uNrWX2Iidb6X63vTGz,"classic mandopop, mandopop, singaporean mandopop, singaporean pop",93381,46,https://open.spotify.com/artist/24C7uNrWX2Iidb6X63vTGz
5941,7344,Dave Wang,5XMnJOQbE6OuOvcV8fn3Wg,"c-pop, classic mandopop",212014,53,https://open.spotify.com/artist/5XMnJOQbE6OuOvcV8fn3Wg
5942,7345,蘇慧倫,0HT1FqSMdbL40XGpLcLnoF,"classic mandopop, mandopop",67748,40,https://open.spotify.com/artist/0HT1FqSMdbL40XGpLcLnoF
5943,7346,熊天平,3tRKt5aIEIJqlHYnePOgc0,"classic mandopop, mandopop",22096,33,https://open.spotify.com/artist/3tRKt5aIEIJqlHYnePOgc0
5944,7347,Sarah Chen,19tf1og71pOYoYOdqyozs2,classic mandopop,93586,44,https://open.spotify.com/artist/19tf1og71pOYoYOdqyozs2
5945,7348,Electric Soul,1iyYFzVVmiXjtFI669rYw9,"brazilian dnb, mexican electronic",1214,6,https://open.spotify.com/artist/1iyYFzVVmiXjtFI669rYw9
5946,7352,Nomadico,1LnUvuJ998d8AO5eG9jDgs,,579,10,https://open.spotify.com/artist/1LnUvuJ998d8AO5eG9jDgs
5947,7355,DJ T-1000,2AMF8y2hNyoUtjLuyHZjDu,techno,3116,10,https://open.spotify.com/artist/2AMF8y2hNyoUtjLuyHZjDu
5948,7356,Orlando Voorn,4Kv4vEaYZEcrJoXqeMpN2u,"detroit techno, techno",4923,18,https://open.spotify.com/artist/4Kv4vEaYZEcrJoXqeMpN2u
5949,7357,DJ Bone,5nAtXl2yhbQubn2gT9lhIg,techno,7497,15,https://open.spotify.com/artist/5nAtXl2yhbQubn2gT9lhIg
5950,7359,"Martian, The",55obV8gqMv3rnFIl6SRTCw,,585,3,https://open.spotify.com/artist/55obV8gqMv3rnFIl6SRTCw
5951,7360,LOS HERMANOS,7m6dhfApYjqOgLWODJt2m5,"detroit techno, melodic techno",1633,12,https://open.spotify.com/artist/7m6dhfApYjqOgLWODJt2m5
5952,7361,Dark Energy,5oSnOb0KG9su8V2P6wg3RA,,1339,9,https://open.spotify.com/artist/5oSnOb0KG9su8V2P6wg3RA
5953,7362,B. Calloway,2f7asg8NObEk5WjrATrwMZ,ghettotech,592,5,https://open.spotify.com/artist/2f7asg8NObEk5WjrATrwMZ
5954,7364,Gerald Mitchell,4rfloggcJ9HYR3vOvepYB3,,748,5,https://open.spotify.com/artist/4rfloggcJ9HYR3vOvepYB3
5955,7367,Vince Watson,2Y3cH3SUZL9XKfKD3novXt,"scottish techno, techno",8010,21,https://open.spotify.com/artist/2Y3cH3SUZL9XKfKD3novXt
5956,7368,Beyoncé,6vWDO969PvNqNYHIOW5v0m,"pop, r&b",38499927,86,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m
5957,7369,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"hip pop, pop, queens hip hop, rap",32227243,86,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh
5958,7372,Cardi B,4kYSro6naA4h99UJvo89HB,"pop, rap",24391824,80,https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB
5959,7374,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,"neo soul, pop, r&b",12034134,79,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa
5960,7376,Justin Timberlake,31TPClRtHm23RisEBtV3X7,"dance pop, pop",14458266,82,https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7
5961,7382,USHER,23zg3TcAtWQy7J6upgbUnj,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",12036479,82,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj
5962,7388,Dajae,79Gg0tmzETfnVrOUjgXPeE,classic house,4200,44,https://open.spotify.com/artist/79Gg0tmzETfnVrOUjgXPeE
5963,7390,Gene Farris,49qOEODA3n8HiVUY4uwJbU,"bass house, chicago house, tech house",18996,37,https://open.spotify.com/artist/49qOEODA3n8HiVUY4uwJbU
5964,7391,Green Velvet,3ABaec4jjl95VqmG1iD4k2,"deep disco house, house, minimal techno, tech house",236112,54,https://open.spotify.com/artist/3ABaec4jjl95VqmG1iD4k2
5965,7394,Marco Lys,5WiohqjMNs7MtChjoHE9D1,"italian tech house, tech house",11679,47,https://open.spotify.com/artist/5WiohqjMNs7MtChjoHE9D1
5966,7395,Paul Johnson,4BqZuFqHJ8CLn3ig0f1m0G,"chicago house, classic house, disco house",34568,44,https://open.spotify.com/artist/4BqZuFqHJ8CLn3ig0f1m0G
5967,7403,DJ Pierre,58nnSR1lwvcuklbb3Uc6TU,"acid house, chicago house",14171,30,https://open.spotify.com/artist/58nnSR1lwvcuklbb3Uc6TU
5968,7408,Chatmonchy,0GtBUVp1cWdIUKwm2GHTHc,j-rock,321460,44,https://open.spotify.com/artist/0GtBUVp1cWdIUKwm2GHTHc
5969,7409,NICO Touches the Walls,16FpDRuy5xMHpuLYZV0Hkt,"j-poprock, j-rock",237826,52,https://open.spotify.com/artist/16FpDRuy5xMHpuLYZV0Hkt
5970,7410,Fujifabric,2QgdUzpKFNxey5IuwvsGBL,j-rock,355641,51,https://open.spotify.com/artist/2QgdUzpKFNxey5IuwvsGBL
5971,7411,Base Ball Bear,3RkPaFeTMrHIsB5HMEUdNt,j-rock,145538,39,https://open.spotify.com/artist/3RkPaFeTMrHIsB5HMEUdNt
5972,7412,Straightener,4q5fHrf0Q0R6imQ3etjXEG,j-rock,135425,42,https://open.spotify.com/artist/4q5fHrf0Q0R6imQ3etjXEG
5973,7413,FLOW,3w2HqkKa6upwuXEULtGvnY,anime,498448,60,https://open.spotify.com/artist/3w2HqkKa6upwuXEULtGvnY
5974,7414,ELLEGARDEN,3cbd5GWGOknxmFAe77MDbk,"j-pop, j-rock, japanese pop punk, japanese punk rock",574423,54,https://open.spotify.com/artist/3cbd5GWGOknxmFAe77MDbk
5975,7415,KANA-BOON,3PWp9R5HvbQgxI5KBx5kVd,"anime, j-pop, j-rock",979918,61,https://open.spotify.com/artist/3PWp9R5HvbQgxI5KBx5kVd
5976,7416,Galileo Galilei,7p2S6p9yYGhJTtbTQFnsYZ,"anime rock, hokkaido indie, j-poprock, j-rock",184942,46,https://open.spotify.com/artist/7p2S6p9yYGhJTtbTQFnsYZ
5977,7417,BEAT CRUSADERS,30W3lzQdQnTAtkvJ9Rx21l,j-rock,106872,41,https://open.spotify.com/artist/30W3lzQdQnTAtkvJ9Rx21l
5978,7418,9mm Parabellum Bullet,3v0nHmnUcf9GAhjQOTctQu,"j-metal, j-rock, japanese post-hardcore",192765,45,https://open.spotify.com/artist/3v0nHmnUcf9GAhjQOTctQu
5979,7419,Sambomaster,5ydDSP9qSxEOlHWnpbblFB,"j-pop, j-rock",407576,54,https://open.spotify.com/artist/5ydDSP9qSxEOlHWnpbblFB
5980,7420,ACIDMAN,0zEbGW70TQHSOf4Ip1oeVn,j-rock,127497,38,https://open.spotify.com/artist/0zEbGW70TQHSOf4Ip1oeVn
5981,7421,Quruli,26WuprsX7JRG69T0PXkze4,"j-rock, japanese alternative pop",362350,49,https://open.spotify.com/artist/26WuprsX7JRG69T0PXkze4
5982,7422,UVERworld,6m14xgA0m3w92UM7ujJgky,"anime, j-pop, j-poprock, j-rock",1145973,60,https://open.spotify.com/artist/6m14xgA0m3w92UM7ujJgky
5983,7423,amazarashi,6T4K8YuFc0JPDrYgABbxao,"anime, anime rock, j-rock, japanese teen pop",441382,53,https://open.spotify.com/artist/6T4K8YuFc0JPDrYgABbxao
5984,7424,BLUE ENCOUNT,1CWmF1EcrKoWIbZt9Ivfg2,"anime, j-pop, j-poprock, j-rock",366469,51,https://open.spotify.com/artist/1CWmF1EcrKoWIbZt9Ivfg2
5985,7425,Aqua Timez,2XhA8BOHxO5NwbY6q3W8mD,"j-pop, j-poprock, j-rock",399397,54,https://open.spotify.com/artist/2XhA8BOHxO5NwbY6q3W8mD
5986,7426,frederic,3srPc1Mytv5GmTWqsQuoXW,j-rock,350802,51,https://open.spotify.com/artist/3srPc1Mytv5GmTWqsQuoXW
5987,7427,sakanaction,0hCWVMGGQnRVfDgmhwLIxq,"hokkaido indie, j-pop, j-rock, japanese electropop",1363230,60,https://open.spotify.com/artist/0hCWVMGGQnRVfDgmhwLIxq
5988,7429,Motograter,6zH6MYHlV28nhVXdXCUx9k,"groove metal, industrial metal, nu metal",98146,35,https://open.spotify.com/artist/6zH6MYHlV28nhVXdXCUx9k
5989,7444,Flaw,4hFScNSgSkApFw193xlyH7,"alternative metal, industrial metal, nu metal",152061,45,https://open.spotify.com/artist/4hFScNSgSkApFw193xlyH7
5990,7448,Preashea Hilliard,5WglKKRgHpAp0K1wvW2dVI,praise,34136,42,https://open.spotify.com/artist/5WglKKRgHpAp0K1wvW2dVI
5991,7449,Amber Bullock,2UM3duwCMBDd8EykmBNOjw,"gospel, gospel r&b",42939,37,https://open.spotify.com/artist/2UM3duwCMBDd8EykmBNOjw
5992,7450,Kevin LeVar & One Sound,3HOKc357yCWVEJddlHLGbI,praise,15639,40,https://open.spotify.com/artist/3HOKc357yCWVEJddlHLGbI
5993,7451,Jovonta Patton,28z9vFNyY8Gs7xJNfIYPSC,contemporary gospel,13090,43,https://open.spotify.com/artist/28z9vFNyY8Gs7xJNfIYPSC
5994,7452,Joshua Rogers,2KBcqZsPHSmTNVHrW5zkTE,"contemporary gospel, gospel",23335,36,https://open.spotify.com/artist/2KBcqZsPHSmTNVHrW5zkTE
5995,7453,Sheri Jones-Moffett,0p4g6nQShPxtibUdD45Euz,"contemporary gospel, gospel",19885,36,https://open.spotify.com/artist/0p4g6nQShPxtibUdD45Euz
5996,7455,Deon Kipping,5GoBkSWqd1pb7gzf6f71DS,"contemporary gospel, gospel",34068,32,https://open.spotify.com/artist/5GoBkSWqd1pb7gzf6f71DS
5997,7457,Alexis Spight,60TmfPS3h98rLg7M2nTmlX,gospel r&b,27634,21,https://open.spotify.com/artist/60TmfPS3h98rLg7M2nTmlX
5998,7458,Stephen Hurd,74PFtvi865w0SZ72quv7BZ,praise,32451,39,https://open.spotify.com/artist/74PFtvi865w0SZ72quv7BZ
5999,7459,Forever Jones,4s9LVgzhn2WH4gFlN3am1Q,gospel,53340,42,https://open.spotify.com/artist/4s9LVgzhn2WH4gFlN3am1Q
6000,7460,Myron Butler & Levi,5b4vy4GMu5dgRMOt9bHZpY,"gospel, gospel r&b",58757,32,https://open.spotify.com/artist/5b4vy4GMu5dgRMOt9bHZpY
6001,7462,Charles Jenkins & Fellowship Chicago,2jqLJvBYhbA8qNe37kbSaU,"contemporary gospel, gospel",85073,41,https://open.spotify.com/artist/2jqLJvBYhbA8qNe37kbSaU
6002,7463,Judith Christie McAllister,7AdFvL0MQCUf6B4nRKXY0U,praise,25484,30,https://open.spotify.com/artist/7AdFvL0MQCUf6B4nRKXY0U
6003,7465,"Dr. R. A. Vernon & ""The Word"" Church Praise Team",7f0dW7gYoWMYZRzYgHovyA,,21159,35,https://open.spotify.com/artist/7f0dW7gYoWMYZRzYgHovyA
6004,7466,Lisa Page Brooks,6mc3x5eqTyPPz5ydCnnlyB,gospel,24231,23,https://open.spotify.com/artist/6mc3x5eqTyPPz5ydCnnlyB
6005,7467,Joshua's Troop,4ejvtrRzhIaqGb7YhTLUsV,praise,16938,33,https://open.spotify.com/artist/4ejvtrRzhIaqGb7YhTLUsV
6006,7468,Marielle Labèque,4Xo09YXm0lIRA80IVUTe09,french classical piano,3503,49,https://open.spotify.com/artist/4Xo09YXm0lIRA80IVUTe09
6007,7469,Katia Labèque,5Pj7u76MK9VDyzDiAyYPSL,"classical piano, french classical piano",4813,49,https://open.spotify.com/artist/5Pj7u76MK9VDyzDiAyYPSL
6008,7470,Virginia Symphony Orchestra,0KITXSblhUOftKpIno4cL9,american orchestra,1089,42,https://open.spotify.com/artist/0KITXSblhUOftKpIno4cL9
6009,7471,Julius Asal,5Tp2SqEkbc2n6anNqNw5dE,german classical piano,1338,42,https://open.spotify.com/artist/5Tp2SqEkbc2n6anNqNw5dE
6010,7472,Aurora Orchestra,0nrZ1B05azLrMkhTOFaoGJ,"british orchestra, chamber orchestra",2512,49,https://open.spotify.com/artist/0nrZ1B05azLrMkhTOFaoGJ
6011,7473,Frederick Delius,65YhYi4Fz5Ibgq7ueev2Rm,"classical, early modern classical, impressionism, post-romantic era",27576,47,https://open.spotify.com/artist/65YhYi4Fz5Ibgq7ueev2Rm
6012,7474,Royal Northern Sinfonia,7BFFr4BUABKAorAN43APPd,"british orchestra, chamber orchestra",1991,46,https://open.spotify.com/artist/7BFFr4BUABKAorAN43APPd
6013,7475,Valentin Silvestrov,1bauOA5U5M3RwH2euX3Eq6,"ukrainian classical, ukrainian classical piano, ukrainian contemporary classical",14188,51,https://open.spotify.com/artist/1bauOA5U5M3RwH2euX3Eq6
6014,7476,Adolphus Hailstork,3z8CWLkgblFxhhDrPMfAZC,"african-american classical, american contemporary classical",1852,42,https://open.spotify.com/artist/3z8CWLkgblFxhhDrPMfAZC
6015,7477,Domingo Hindoyan,2feNtcJ1uaxCQFDqv4zajg,,742,46,https://open.spotify.com/artist/2feNtcJ1uaxCQFDqv4zajg
6016,7478,Henrique Oswald,4aD2Eaf928LA2of01i7gQW,"brazilian classical, latin classical",1509,38,https://open.spotify.com/artist/4aD2Eaf928LA2of01i7gQW
6017,7479,Jane Berthe,54IIxBw0yvR4zHHxE8GG5d,,938,43,https://open.spotify.com/artist/54IIxBw0yvR4zHHxE8GG5d
6018,7480,Isata Kanneh-Mason,7FEzSfCBSOo0wAmdk9pQ6M,british classical piano,13229,54,https://open.spotify.com/artist/7FEzSfCBSOo0wAmdk9pQ6M
6019,7481,Zürcher Kammerorchester,33cajGDdkhowQ8hiuEucXM,chamber orchestra,1738,48,https://open.spotify.com/artist/33cajGDdkhowQ8hiuEucXM
6020,7482,Jules Massenet,1AoIc5YFH0aSFc4mKqBEeB,"classical, french opera, french romanticism, post-romantic era",38455,52,https://open.spotify.com/artist/1AoIc5YFH0aSFc4mKqBEeB
6021,7483,William Walton,6RsX7qYw5KVKiOjS8BxjL5,"british modern classical, early modern classical",8741,48,https://open.spotify.com/artist/6RsX7qYw5KVKiOjS8BxjL5
6022,7484,Sergei Babayan,79gBfLMlUJNdcXv1nc33oK,caucasian classical piano,3849,42,https://open.spotify.com/artist/79gBfLMlUJNdcXv1nc33oK
6023,7485,Peter Sculthorpe,31rgljsVrzeRFFnJXOYq5J,"australian classical, contemporary classical",2443,37,https://open.spotify.com/artist/31rgljsVrzeRFFnJXOYq5J
6024,7486,Francis Poulenc,4IAWVxo2fpTBPn6k7GZ3eY,"classical, early modern classical, neoclassicism",43472,47,https://open.spotify.com/artist/4IAWVxo2fpTBPn6k7GZ3eY
6025,7487,Edward Elgar,430byzy0c5bPn5opiu0SRd,"british modern classical, classical, late romantic era, victorian britain",182782,56,https://open.spotify.com/artist/430byzy0c5bPn5opiu0SRd
6026,7488,SadBoyProlific,0inkJpjAKDnQOv2VHBCU0Z,"sad lo-fi, sad rap",378405,61,https://open.spotify.com/artist/0inkJpjAKDnQOv2VHBCU0Z
6027,7489,Rxseboy,1ScHz7wPPxVTEKsc9g3Z0c,"sad lo-fi, sad rap",173775,58,https://open.spotify.com/artist/1ScHz7wPPxVTEKsc9g3Z0c
6028,7490,Yxngxr1,2jwRHcdgkRhelYEMqndDKe,,143884,48,https://open.spotify.com/artist/2jwRHcdgkRhelYEMqndDKe
6029,7491,Powfu,6bmlMHgSheBauioMgKv2tn,"sad lo-fi, sad rap",1338932,69,https://open.spotify.com/artist/6bmlMHgSheBauioMgKv2tn
6030,7492,Arden Jones,3mMogqf2JyBUQZxFZlC79w,singer-songwriter pop,179738,57,https://open.spotify.com/artist/3mMogqf2JyBUQZxFZlC79w
6031,7493,Moxas,3XYVGehxrRKN0Rt5Rp7e8w,"meme rap, sad lo-fi, sad rap",75124,47,https://open.spotify.com/artist/3XYVGehxrRKN0Rt5Rp7e8w
6032,7494,MASN,4HAfqyKr4Sqtab6ttHWXgE,sad rap,110822,51,https://open.spotify.com/artist/4HAfqyKr4Sqtab6ttHWXgE
6033,7495,Chri$tian Gate$,0OEYE03fBF2VoTBxGuaUxL,"sad rap, singer-songwriter pop",308621,65,https://open.spotify.com/artist/0OEYE03fBF2VoTBxGuaUxL
6034,7496,iann dior,6ASri4ePR7RlsvIQgWPJpS,melodic rap,1860306,71,https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS
6035,7497,Sleepy Hallow,6EPlBSH2RSiettczlz7ihV,"brooklyn drill, nyc rap",2111002,76,https://open.spotify.com/artist/6EPlBSH2RSiettczlz7ihV
6036,7498,Damien,6zQRQ2jsbICny41g2fVT5U,sad rap,70562,40,https://open.spotify.com/artist/6zQRQ2jsbICny41g2fVT5U
6037,7499,Tom The Mail Man,1ueFyDvrq8tCjAd6x8AVxD,modern indie pop,111801,46,https://open.spotify.com/artist/1ueFyDvrq8tCjAd6x8AVxD
6038,7500,DUSTY,3kBOtwy37e9fzJ3LFSnpbQ,"emo rap, sad rap",94742,51,https://open.spotify.com/artist/3kBOtwy37e9fzJ3LFSnpbQ
6039,7501,$NOT,5IbEL2xjRtKsunfmsahLuO,"cloud rap, florida rap, underground hip hop",1539207,67,https://open.spotify.com/artist/5IbEL2xjRtKsunfmsahLuO
6040,7502,Shady Moon,2urobxol2zYHXOUJXDh8n4,aesthetic rap,134166,56,https://open.spotify.com/artist/2urobxol2zYHXOUJXDh8n4
6041,7503,guardin,6zqcGQ6MH6yetBUoquMnL7,"cloud rap, emo rap",208252,51,https://open.spotify.com/artist/6zqcGQ6MH6yetBUoquMnL7
6042,7504,EKKSTACY,0ynzbXwyCzxicMKHBoOkSH,zoomergaze,293164,64,https://open.spotify.com/artist/0ynzbXwyCzxicMKHBoOkSH
6043,7505,ilyTOMMY,4XWaILHqySwH1y6LhlYcsb,aesthetic rap,384659,62,https://open.spotify.com/artist/4XWaILHqySwH1y6LhlYcsb
