,Unnamed: 0,name,artist_id,genres,followers,popularity,spotify_url
0,0,Angel Du$t,2ynylCO9SRPTKjgNEH0Y2a,dreamo,63023,41,https://open.spotify.com/artist/2ynylCO9SRPTKjgNEH0Y2a
1,1,Trapped Under Ice,2x48WoJGRLCpCWHEKXMZoB,"chaotic hardcore, hardcore, melodic hardcore, metallic hardcore",75031,42,https://open.spotify.com/artist/2x48WoJGRLCpCWHEKXMZoB
2,2,Incendiary,3nS4tSuT4VwGiZH6BtlJfC,"long island punk, metallic hardcore, nyhc",81448,40,https://open.spotify.com/artist/3nS4tSuT4VwGiZH6BtlJfC
3,3,DRAIN,7FAAkDlPg6pg0860CIDzmu,california hardcore,91964,45,https://open.spotify.com/artist/7FAAkDlPg6pg0860CIDzmu
4,4,Drug Church,6q4AmzK3GzCuEzkurnYuEQ,"dreamo, emo, indie punk, modern melodic hardcore",81260,45,https://open.spotify.com/artist/6q4AmzK3GzCuEzkurnYuEQ
5,5,Backtrack,71N7xIvnaOFGetZL5nhWsl,"hardcore, long island punk, metallic hardcore, nyhc, straight edge",48322,34,https://open.spotify.com/artist/71N7xIvnaOFGetZL5nhWsl
6,6,Have Heart,6e0QWfEFmK6AguLy02mlqi,"boston hardcore, chaotic hardcore, dreamo, hardcore punk, melodic hardcore, straight edge",86691,42,https://open.spotify.com/artist/6e0QWfEFmK6AguLy02mlqi
7,7,Fiddlehead,0q6u5HyVK4zwGuzEtqjHqa,"5th wave emo, alternative emo, boston indie, dreamo, emo, indie punk, new england emo",57203,44,https://open.spotify.com/artist/0q6u5HyVK4zwGuzEtqjHqa
8,8,Jesus Piece,5ZPr0RHsR3DrAhtsYMsfHR,"black punk, metallic hardcore, pennsylvania hardcore",96978,38,https://open.spotify.com/artist/5ZPr0RHsR3DrAhtsYMsfHR
9,9,Expire,4AfTOzBubFP6STibJPTxwt,metallic hardcore,47889,32,https://open.spotify.com/artist/4AfTOzBubFP6STibJPTxwt
10,10,Rotting Out,7tjMOkm52H3Qiz3ty2tbNw,"california hardcore, hardcore, la hardcore, metallic hardcore",48441,29,https://open.spotify.com/artist/7tjMOkm52H3Qiz3ty2tbNw
11,11,Mindforce,2Tl7uZui4u9a3nXUM9VMei,"crossover thrash, metallic hardcore, modern hardcore, nyhc",43327,41,https://open.spotify.com/artist/2Tl7uZui4u9a3nXUM9VMei
12,12,Speed,4wf6GGNBqaU79839E6yjfn,australian hardcore,60858,48,https://open.spotify.com/artist/4wf6GGNBqaU79839E6yjfn
13,13,Touché Amoré,16QCJENzcdhwka9bTKYMVB,"alternative emo, chaotic hardcore, dreamo, emo, melodic hardcore, modern melodic hardcore, post-hardcore",175118,45,https://open.spotify.com/artist/16QCJENzcdhwka9bTKYMVB
14,14,GEL,1fRv9jiRIN7zAOSpOfRP73,"chain punk, modern hardcore, new jersey hardcore",66897,47,https://open.spotify.com/artist/1fRv9jiRIN7zAOSpOfRP73
15,15,Knocked Loose,4qrHkx5cgWIslciLXUMrYw,"kentucky metal, kentucky punk",490224,62,https://open.spotify.com/artist/4qrHkx5cgWIslciLXUMrYw
16,16,Code Orange,6qtECqesbU29iftyeWmldK,"pennsylvania hardcore, pittsburgh metal, wrestling",213273,45,https://open.spotify.com/artist/6qtECqesbU29iftyeWmldK
17,17,Citizen,0znuUIjvP0LXEslfaq0Nor,"alternative emo, dreamo, emo, pop punk",262612,53,https://open.spotify.com/artist/0znuUIjvP0LXEslfaq0Nor
18,18,One Step Closer,4yGs9CrVnCHJ96553ySxFb,"modern melodic hardcore, pennsylvania hardcore",42285,40,https://open.spotify.com/artist/4yGs9CrVnCHJ96553ySxFb
19,19,Comeback Kid,67f7GZXNMGRn98lqrtIdrN,"canadian hardcore, canadian punk, hardcore punk, melodic hardcore, melodic metalcore, modern melodic hardcore, skate punk",177571,46,https://open.spotify.com/artist/67f7GZXNMGRn98lqrtIdrN
20,20,AMÉM,6A2IF7XPAGiwRZAxXTKpYP,brazilian gospel,47676,58,https://open.spotify.com/artist/6A2IF7XPAGiwRZAxXTKpYP
21,21,Léo Brandão,7Hy3BcTukq6HpDzVFrnJ8L,,12359,54,https://open.spotify.com/artist/7Hy3BcTukq6HpDzVFrnJ8L
22,22,Gabriel Brito,4LXMmTqllPBxNh4msJMYCm,brazilian gospel,47987,62,https://open.spotify.com/artist/4LXMmTqllPBxNh4msJMYCm
23,23,Marcelo Markes,6SuvEQMnKI1I4rfErcOdi2,"adoracao, brazilian gospel",154688,59,https://open.spotify.com/artist/6SuvEQMnKI1I4rfErcOdi2
24,24,Todah Music,1A5kGvmKIVtX7NhcbtTZJY,"brazilian gospel, louvores pentecostais",66232,69,https://open.spotify.com/artist/1A5kGvmKIVtX7NhcbtTZJY
25,25,Theo Rubia,3bTnUXCo3suJiLVb79pExe,"adoracao, brazilian gospel",289233,59,https://open.spotify.com/artist/3bTnUXCo3suJiLVb79pExe
26,26,Matheus Trindade,0Ymz1ExCtpFOHsNDa5JeyL,,4277,50,https://open.spotify.com/artist/0Ymz1ExCtpFOHsNDa5JeyL
27,27,Lukas Agustinho,14IQ7niDNXIIrOSjr32E7O,brazilian gospel,212472,61,https://open.spotify.com/artist/14IQ7niDNXIIrOSjr32E7O
28,28,Julia Vitória,6tLHGlt7L7raSf6vr96hWi,"adoracao, brazilian gospel",453487,61,https://open.spotify.com/artist/6tLHGlt7L7raSf6vr96hWi
29,29,Hamilton Rabelo,5VeyQ48fHEJP9CVFc4YJ5X,,3715,59,https://open.spotify.com/artist/5VeyQ48fHEJP9CVFc4YJ5X
30,30,Jhonas Serra,0WsTM0BMHTqJM5M7EGX4EH,"adoracao, brazilian gospel",164675,57,https://open.spotify.com/artist/0WsTM0BMHTqJM5M7EGX4EH
31,31,Débora Rabelo,422QvLrp4rn4VaTnb810uJ,,4988,59,https://open.spotify.com/artist/422QvLrp4rn4VaTnb810uJ
32,32,André e Felipe,5QQUuUIP9gjrkI8amLfIlb,"brazilian gospel, sertanejo gospel",179611,59,https://open.spotify.com/artist/5QQUuUIP9gjrkI8amLfIlb
33,33,Felipe Rodrigues,2Fg24GlhFBtqn2c9FxzFrS,,41901,54,https://open.spotify.com/artist/2Fg24GlhFBtqn2c9FxzFrS
34,34,fhop music,0V208yTQ5OGOUBZuszu6Fn,"adoracao, world worship",465117,66,https://open.spotify.com/artist/0V208yTQ5OGOUBZuszu6Fn
35,35,Jefferson & Suellen,4Cp8MAVITZ6a8qjTVvhV28,brazilian gospel,370911,59,https://open.spotify.com/artist/4Cp8MAVITZ6a8qjTVvhV28
36,36,Samuel Messias,5cFlGTfDoYwRGZrtEO92MJ,brazilian gospel,350574,59,https://open.spotify.com/artist/5cFlGTfDoYwRGZrtEO92MJ
37,37,Ricardinho,4ffqFO4lp2UOv2cnG9ka0J,,3980,43,https://open.spotify.com/artist/4ffqFO4lp2UOv2cnG9ka0J
38,38,Sarah Beatriz,5eo3eRvCHJhgMDL6K1cbMT,"adoracao, brazilian gospel",490336,61,https://open.spotify.com/artist/5eo3eRvCHJhgMDL6K1cbMT
39,39,Casa Worship,4bqKmu3kRUl6X7pTl1CuVs,"adoracao, brazilian gospel",973807,62,https://open.spotify.com/artist/4bqKmu3kRUl6X7pTl1CuVs
40,40,Kevin Saunderson,0jS6VTFGujWxinY5TSQwOG,"acid house, detroit techno, minimal techno, techno",41197,42,https://open.spotify.com/artist/0jS6VTFGujWxinY5TSQwOG
41,41,Kenny Larkin,7A4qanEMCOPcywaqZ01yVV,"acid house, detroit techno, minimal techno, techno",23324,23,https://open.spotify.com/artist/7A4qanEMCOPcywaqZ01yVV
42,42,Carl Craig,17dbJyUCrxh4I7iyUrjaHU,"detroit techno, minimal techno, outsider house, techno",90010,36,https://open.spotify.com/artist/17dbJyUCrxh4I7iyUrjaHU
43,43,Derrick May,0v6N0xV7AfHHKVcgUOjC51,"acid house, detroit techno, minimal techno, techno",51766,32,https://open.spotify.com/artist/0v6N0xV7AfHHKVcgUOjC51
44,44,Juan Atkins,208EQzx7RmoE2Ng9gF2edh,"detroit techno, minimal techno, techno",52800,27,https://open.spotify.com/artist/208EQzx7RmoE2Ng9gF2edh
45,45,Blake Baxter,3ZKUeqiV2UX5sKhOipqw1h,"detroit house, detroit techno, proto-techno, techno",8757,22,https://open.spotify.com/artist/3ZKUeqiV2UX5sKhOipqw1h
46,46,e-Dancer,7Mb2QpmkC5kzR4UV6rkzLZ,techno,5071,24,https://open.spotify.com/artist/7Mb2QpmkC5kzR4UV6rkzLZ
47,47,Octave One,0CRfAs5qmkRgw9x9etNGqH,"detroit house, detroit techno, minimal techno, techno",42969,45,https://open.spotify.com/artist/0CRfAs5qmkRgw9x9etNGqH
48,48,Neverdogs,3becscfJYJg8fgM4QOcoP5,uk tech house,10722,32,https://open.spotify.com/artist/3becscfJYJg8fgM4QOcoP5
49,49,Carlo Lio,51NwQz5MA32kigUGYjdA3z,"canadian electronic, canadian house, deep minimal techno, tribal house",21481,26,https://open.spotify.com/artist/51NwQz5MA32kigUGYjdA3z
50,50,Claude Young,7hWRneMDJulC1IMfHD1gt7,"detroit techno, techno",4773,17,https://open.spotify.com/artist/7hWRneMDJulC1IMfHD1gt7
51,51,Robert Hood,5ipQlfnpRCtyOuhYqvPvQ8,"acid house, dark disco, detroit techno, minimal techno, techno",68812,30,https://open.spotify.com/artist/5ipQlfnpRCtyOuhYqvPvQ8
52,52,Eddie Fowlkes,5s52J0wTa9B4YFG39iqXny,"detroit techno, electro, techno",3116,17,https://open.spotify.com/artist/5s52J0wTa9B4YFG39iqXny
53,53,Nic Fanciulli,7btR5VXutQv39SDEzcfXEk,"deep disco house, house, minimal techno, tech house, tribal house",75866,53,https://open.spotify.com/artist/7btR5VXutQv39SDEzcfXEk
54,54,Dave Angel,2Fd3lWDA61b5dcoEwNvWuT,techno,11006,17,https://open.spotify.com/artist/2Fd3lWDA61b5dcoEwNvWuT
55,55,Guti,2r5GDEgYazyOCSj5xi67MM,"deep disco house, house argentino, latin tech house, minimal tech house, minimal techno",18114,32,https://open.spotify.com/artist/2r5GDEgYazyOCSj5xi67MM
56,56,Paco Osuna,6vdIozDDsH4uJEAHN8tyS3,"minimal techno, spanish techno",94497,36,https://open.spotify.com/artist/6vdIozDDsH4uJEAHN8tyS3
57,57,wAFF,4OHSon9N7JAfxkjlH8nKDb,"deep disco house, tech house",39312,27,https://open.spotify.com/artist/4OHSon9N7JAfxkjlH8nKDb
58,58,DJ Minx,4PTQtiKISN5iGNpbRVv02B,detroit house,6470,24,https://open.spotify.com/artist/4PTQtiKISN5iGNpbRVv02B
59,59,DJ Sneak,5He9yPmPv0Du9hASUlTUjr,"acid house, chicago house, classic house, deep house, disco house",23059,28,https://open.spotify.com/artist/5He9yPmPv0Du9hASUlTUjr
60,60,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,"contemporary country, country, country road, modern country rock",2402228,68,https://open.spotify.com/artist/1dID9zgn0OV0Y8ud7Mh2tS
61,61,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,"contemporary country, country, country road, modern country rock",4736127,75,https://open.spotify.com/artist/6x2LnllRG5uGarZMsD4iO8
62,62,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,"contemporary country, country, country road, modern country rock",2359862,66,https://open.spotify.com/artist/1mfDfLsMxYcOOZkzBxvSVW
63,63,Chase Rice,6pBNfggcZZDCmb0p92OnGn,"contemporary country, country, country road, modern country rock",1185903,60,https://open.spotify.com/artist/6pBNfggcZZDCmb0p92OnGn
64,64,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,"contemporary country, country, country road, modern country rock",2271592,70,https://open.spotify.com/artist/5Zq7R5qmi58ByYyBQTlNuk
65,65,Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,"contemporary country, country, country road",1914139,66,https://open.spotify.com/artist/1n2pb9Tsfe4SwAjmUac6YT
66,66,Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,"contemporary country, country, country road",3120025,68,https://open.spotify.com/artist/7x8nK0m0cP2ksQf0mjWdPS
67,67,Brett Eldredge,0qSX3s5pJnAlSsgsCne8Cz,"contemporary country, country, country road, modern country rock",1472612,57,https://open.spotify.com/artist/0qSX3s5pJnAlSsgsCne8Cz
68,68,Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,"contemporary country, country, country road, modern country rock",2993878,66,https://open.spotify.com/artist/5q8HGNo0BjLWaTAhRtbwxa
69,69,Chris Young,4BYxqVkZyFjtik7crYLg5Q,"contemporary country, country, country road",2791524,66,https://open.spotify.com/artist/4BYxqVkZyFjtik7crYLg5Q
70,70,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,"contemporary country, country, country road, modern country rock",8822725,77,https://open.spotify.com/artist/0BvkDsjIUla7X0k6CSWh1I
71,71,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,"contemporary country, country, country road, modern country rock",1560944,71,https://open.spotify.com/artist/6y8XlgIV8BLlIg1tT1R10i
72,72,Justin Moore,30e8DmahrEamvLbFRPdWmk,"arkansas country, contemporary country, country, country road",1863222,64,https://open.spotify.com/artist/30e8DmahrEamvLbFRPdWmk
73,73,Little Big Town,3CygdxquGHurS7f9LjNLkv,"contemporary country, country, country dawn, country road",2801446,63,https://open.spotify.com/artist/3CygdxquGHurS7f9LjNLkv
74,74,Darius Rucker,7FY5V3XMwlNBPitEjXowHQ,"black americana, contemporary country, country, country road",2601221,67,https://open.spotify.com/artist/7FY5V3XMwlNBPitEjXowHQ
75,75,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,"contemporary country, country, country road, modern country rock",6533651,74,https://open.spotify.com/artist/3FfvYsEGaIb52QPXhg4DcH
76,76,Billy Currington,1By9QBFnjZAoI83BZppHlt,"contemporary country, country, country road",2600950,66,https://open.spotify.com/artist/1By9QBFnjZAoI83BZppHlt
77,77,Kip Moore,2hJPr4lk7Q8SSvCVBl9fWM,"contemporary country, country, country road, modern country rock",1260526,60,https://open.spotify.com/artist/2hJPr4lk7Q8SSvCVBl9fWM
78,78,Rodney Atkins,2qgvmDsc4jrqbAbjq1HGM2,"contemporary country, country, country road",1903707,67,https://open.spotify.com/artist/2qgvmDsc4jrqbAbjq1HGM2
79,79,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,"classic oklahoma country, contemporary country, country, country road",7208092,74,https://open.spotify.com/artist/1UTPBmNbXNTittyMJrNkvw
80,80,Dickie Harrell,2A3b0nb6kEbXGr0NZdiohq,,253,4,https://open.spotify.com/artist/2A3b0nb6kEbXGr0NZdiohq
81,81,Crazy Otto,7ahPnBJddRjDfNb8NjEaG1,"honky-tonk piano, old west",665,14,https://open.spotify.com/artist/7ahPnBJddRjDfNb8NjEaG1
82,82,Joe Fingers O'Shay,4x0yIdlIelBumJlBFgT2jt,"honky-tonk piano, old west",47,0,https://open.spotify.com/artist/4x0yIdlIelBumJlBFgT2jt
83,83,Lou Busch,088wXCnKN6e54SL0zuVXR3,,189,10,https://open.spotify.com/artist/088wXCnKN6e54SL0zuVXR3
84,84,Knuckles O'Toole,6IzTBcQeXoHPnUAU5D4Ai7,"honky-tonk piano, old west",284,3,https://open.spotify.com/artist/6IzTBcQeXoHPnUAU5D4Ai7
85,85,Richard Marino & His Orchestra,75vuZwnDSzjDlz6OOnkfjJ,"exotica, man's orchestra",806,7,https://open.spotify.com/artist/75vuZwnDSzjDlz6OOnkfjJ
86,86,Del Wood,0fXXbr84BqB1owzIFf2oPE,"honky-tonk piano, old west",504,10,https://open.spotify.com/artist/0fXXbr84BqB1owzIFf2oPE
87,87,Johnny Maddox,2To4jNx23pDgZJbZx9ynyJ,honky-tonk piano,1014,16,https://open.spotify.com/artist/2To4jNx23pDgZJbZx9ynyJ
88,88,Big Tiny Little,1VeFbX7iUKOxWtsIm7tk9O,honky-tonk piano,383,14,https://open.spotify.com/artist/1VeFbX7iUKOxWtsIm7tk9O
89,89,Ernie Freeman,2I6naHsY7u3CuPbdrQT2F4,space age pop,802,12,https://open.spotify.com/artist/2I6naHsY7u3CuPbdrQT2F4
90,90,Shay Torrent,5cSF6ZUFVfUIjOUGKl67f5,,85,1,https://open.spotify.com/artist/5cSF6ZUFVfUIjOUGKl67f5
91,91,Dean Elliott And His Big Band,2dqdBQNBdu9KmJdW35bgSq,"exotica, lounge",1586,9,https://open.spotify.com/artist/2dqdBQNBdu9KmJdW35bgSq
92,92,The Out Islanders,20rP9JAY0JpEb4EDNNivoy,exotica,577,11,https://open.spotify.com/artist/20rP9JAY0JpEb4EDNNivoy
93,93,Felix Slatkin,0hMlAysclMQf5i0QKFUuPA,exotica,486,15,https://open.spotify.com/artist/0hMlAysclMQf5i0QKFUuPA
94,94,John Buzon Trio,3ssbsrQezgsvYjUsrydL5k,"exotica, space age pop",1857,22,https://open.spotify.com/artist/3ssbsrQezgsvYjUsrydL5k
95,95,Mallet Men,4BU9SHOTANVwAifirXPu5u,,101,7,https://open.spotify.com/artist/4BU9SHOTANVwAifirXPu5u
96,96,Bobby Stevenson,62yCGtLV98riY898ZKWVW2,,185,2,https://open.spotify.com/artist/62yCGtLV98riY898ZKWVW2
97,97,Gloria Wood,07IcRZaB2LTzfbGsFmGZ5o,,344,16,https://open.spotify.com/artist/07IcRZaB2LTzfbGsFmGZ5o
98,98,Sir Julian Gould,4gj1oBNysZZ7lb6sqnRivp,"jazz organ, space age pop",1015,22,https://open.spotify.com/artist/4gj1oBNysZZ7lb6sqnRivp
99,99,Jo Ann Castle,7DnmaGtgTJlrbfkIMzeNel,honky-tonk piano,1127,20,https://open.spotify.com/artist/7DnmaGtgTJlrbfkIMzeNel
100,100,Wizkid,3tVQdUvClmAT7URs9V3rsp,"afrobeats, afropop, azonto, nigerian hip hop, nigerian pop",5939558,78,https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp
101,101,Asake,3a1tBryiczPAZpgoZN9Rzg,"afrobeats, nigerian pop",4066503,79,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg
102,102,Davido,0Y3agQaa6g2r0YmHPOO9rh,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",5552495,72,https://open.spotify.com/artist/0Y3agQaa6g2r0YmHPOO9rh
103,103,Olamide,4ovtyvs7j1jSmwhkBGHqSr,"afrobeats, afropop, azonto, nigerian hip hop, nigerian pop",2669344,70,https://open.spotify.com/artist/4ovtyvs7j1jSmwhkBGHqSr
104,104,Fireboy DML,75VKfyoBlkmrJFDqo1o2VY,"afrobeats, nigerian pop",3063310,74,https://open.spotify.com/artist/75VKfyoBlkmrJFDqo1o2VY
105,105,Ruger,0a1SidMjD8D6EHvJph4n2H,"afrobeats, nigerian pop",2972969,68,https://open.spotify.com/artist/0a1SidMjD8D6EHvJph4n2H
106,106,Bnxn,3zaDigUwjHvjOkSn0NDf9x,"afrobeats, nigerian pop",1754851,70,https://open.spotify.com/artist/3zaDigUwjHvjOkSn0NDf9x
107,107,Omah Lay,5yOvAmpIR7hVxiS6Ls5DPO,afrobeats,3216521,76,https://open.spotify.com/artist/5yOvAmpIR7hVxiS6Ls5DPO
108,108,Adekunle Gold,2IK173RXLiCSQ8fhDlAb3s,"afrobeats, afropop, alte, azontobeats, nigerian hip hop, nigerian pop",2052247,63,https://open.spotify.com/artist/2IK173RXLiCSQ8fhDlAb3s
109,109,Kizz Daniel,1X6cBGnXpEpN7CmflLKmLV,"afrobeats, afropop, azontobeats, nigerian pop",3273994,70,https://open.spotify.com/artist/1X6cBGnXpEpN7CmflLKmLV
110,110,Joeboy,1XavfPKBpNjkOfxHINlMHF,"afrobeats, afropop, nigerian pop",2195208,64,https://open.spotify.com/artist/1XavfPKBpNjkOfxHINlMHF
111,111,Patoranking,2hKQc001G7ggs3ZyxMdkGq,"afrobeats, afropop, azontobeats, nigerian pop",1681274,58,https://open.spotify.com/artist/2hKQc001G7ggs3ZyxMdkGq
112,112,Mr Eazi,4TAoP0f9OuWZUesao43xUW,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop, swedish dancehall",1545946,61,https://open.spotify.com/artist/4TAoP0f9OuWZUesao43xUW
113,113,Tiwa Savage,1hNaHKp2Za5YdOAG0WnRbc,"afrobeats, afropop, azonto, nigerian pop",1994241,61,https://open.spotify.com/artist/1hNaHKp2Za5YdOAG0WnRbc
114,114,ODUMODUBLVCK,3LOm0AZjpwVQebvkyanjDy,"afro drill, afrobeats, nigerian pop",1398297,68,https://open.spotify.com/artist/3LOm0AZjpwVQebvkyanjDy
115,115,Bella Shmurda,7kK5badbqOjd8WlT2XWMeM,"afrobeats, nigerian pop",1470715,62,https://open.spotify.com/artist/7kK5badbqOjd8WlT2XWMeM
116,116,Seyi Vibez,4zmZ8lVLzGc84S4v2B1rLx,"afrobeats, nigerian pop",1783749,71,https://open.spotify.com/artist/4zmZ8lVLzGc84S4v2B1rLx
117,117,Ayra Starr,3ZpEKRjHaHANcpk10u6Ntq,afrobeats,3543577,79,https://open.spotify.com/artist/3ZpEKRjHaHANcpk10u6Ntq
118,118,Victony,1E5hfn5BduN2nnoZCJmUVG,"afrobeats, nigerian pop",1150545,71,https://open.spotify.com/artist/1E5hfn5BduN2nnoZCJmUVG
119,119,Rema,46pWGuE3dSwY3bMMXGBvVS,"afrobeats, nigerian pop",5231603,79,https://open.spotify.com/artist/46pWGuE3dSwY3bMMXGBvVS
120,120,Lindh Van Berg,5hxRigeVXZ0ujgAsOq9uD7,,123,7,https://open.spotify.com/artist/5hxRigeVXZ0ujgAsOq9uD7
121,121,Peet Syntax,4WuiGhDydtBOqrPmLn7Lnz,,198,1,https://open.spotify.com/artist/4WuiGhDydtBOqrPmLn7Lnz
122,122,The Concrete Sneakers,6ioq3D9CxaQGwnbfDdWVpx,,128,5,https://open.spotify.com/artist/6ioq3D9CxaQGwnbfDdWVpx
123,123,Forty House,3SEzxdsuHmQt7rH6HDdPUS,,104,0,https://open.spotify.com/artist/3SEzxdsuHmQt7rH6HDdPUS
124,124,Skyberg,3ryASPNNm66SDh8yBgBuLs,,219,1,https://open.spotify.com/artist/3ryASPNNm66SDh8yBgBuLs
125,125,Marrs TV,7s165K675LEWRFRATyqex5,,240,6,https://open.spotify.com/artist/7s165K675LEWRFRATyqex5
126,126,Elleah,42DPwNQW3wug2mLiDxTGY4,vocal trance,224,21,https://open.spotify.com/artist/42DPwNQW3wug2mLiDxTGY4
127,127,DJ Dejan,0oCFJMmAWjTfhHnv4w1gzy,,240,8,https://open.spotify.com/artist/0oCFJMmAWjTfhHnv4w1gzy
128,128,Stino,4cyd83Mtp76KxAMBsdwhOt,,221,6,https://open.spotify.com/artist/4cyd83Mtp76KxAMBsdwhOt
129,129,Katrin,1PJyd7uqt7MnhEBGpPLDSQ,,297,6,https://open.spotify.com/artist/1PJyd7uqt7MnhEBGpPLDSQ
130,130,Right Now!,0JsQuPt3SfYHxjMAqrwFcl,,325,0,https://open.spotify.com/artist/0JsQuPt3SfYHxjMAqrwFcl
131,131,Revero & Manno,5ohGbLZgm86idlu2R442NY,,117,0,https://open.spotify.com/artist/5ohGbLZgm86idlu2R442NY
132,132,Audio Bastardz,3fpSVXAuq2wLwkcgx6tcuG,,288,4,https://open.spotify.com/artist/3fpSVXAuq2wLwkcgx6tcuG
133,133,I.B.I.Z.A.,1evQ9nmBnXElJhvFlPbm1b,,303,0,https://open.spotify.com/artist/1evQ9nmBnXElJhvFlPbm1b
134,134,Daddy Kidd,4TgWlm5FMQZpNwPOlD34xf,,146,0,https://open.spotify.com/artist/4TgWlm5FMQZpNwPOlD34xf
135,135,James Grandoy,4Uo7yB0sGv1QS4t2TBv5zv,,88,0,https://open.spotify.com/artist/4Uo7yB0sGv1QS4t2TBv5zv
136,136,Slamdown!,39NbvICVkOnNGxUEyTmdaL,,275,0,https://open.spotify.com/artist/39NbvICVkOnNGxUEyTmdaL
137,137,Tim Shaft,2hsmSWfrELPULR4cBwXTk8,,187,0,https://open.spotify.com/artist/2hsmSWfrELPULR4cBwXTk8
138,138,Valentine Khaynus,6XmIr86HfNH2J8wSJ8SIXf,,273,3,https://open.spotify.com/artist/6XmIr86HfNH2J8wSJ8SIXf
139,139,ALI BLUE,16PNqt9qpjqVfG4EMGMT90,,148,1,https://open.spotify.com/artist/16PNqt9qpjqVfG4EMGMT90
140,140,Brianna Mazzola,5LZ6g1nJq6l1uN39CTjzmG,,36977,57,https://open.spotify.com/artist/5LZ6g1nJq6l1uN39CTjzmG
141,141,Anthony Rosenthal,3qfLX86rmzzI25W4yzs4bK,"broadway, show tunes",2121,39,https://open.spotify.com/artist/3qfLX86rmzzI25W4yzs4bK
142,142,Stephanie J. Block,4B6QaGBWXq8Y7tH7AMM3bN,broadway,12661,40,https://open.spotify.com/artist/4B6QaGBWXq8Y7tH7AMM3bN
143,143,Eric Andre,65b4bZsoMS43PhlilVEzke,,9418,62,https://open.spotify.com/artist/65b4bZsoMS43PhlilVEzke
144,144,Christian Borle,3mXvO1rdMCgdOYNiWeduWG,"broadway, show tunes",38138,59,https://open.spotify.com/artist/3mXvO1rdMCgdOYNiWeduWG
145,145,Kenan Thompson,712ZtYak5pWK9RJjcyxdKl,,1428,51,https://open.spotify.com/artist/712ZtYak5pWK9RJjcyxdKl
146,146,Francine Lefrak,29P8piGLTyabQ2bRxti8D3,,381,20,https://open.spotify.com/artist/29P8piGLTyabQ2bRxti8D3
147,147,Ty Taylor,7FxLKkFmNsDT54KrzN2HJn,,5119,45,https://open.spotify.com/artist/7FxLKkFmNsDT54KrzN2HJn
148,148,Josh Gad,4dSQICBjdUIp5iK6RRU2bY,"movie tunes, show tunes",40513,60,https://open.spotify.com/artist/4dSQICBjdUIp5iK6RRU2bY
149,149,William Finn,1fhox2yo0D2ZE1X28OuJnn,broadway,3156,30,https://open.spotify.com/artist/1fhox2yo0D2ZE1X28OuJnn
150,150,Daveed Diggs,3twuAojvYNrlWZpMkxLm3P,"alternative hip hop, show tunes",121857,70,https://open.spotify.com/artist/3twuAojvYNrlWZpMkxLm3P
151,151,Joseph Shirley,6QeQA8W6WZNwHfDU1mOA2e,soundtrack,6294,46,https://open.spotify.com/artist/6QeQA8W6WZNwHfDU1mOA2e
152,152,Kunal Nayyar,4po5m4plDQk01gLzTcCMfA,,786,57,https://open.spotify.com/artist/4po5m4plDQk01gLzTcCMfA
153,153,Betsy Wolfe,2GpXUAHwbk1AO5h0kF4Ty1,broadway,3592,41,https://open.spotify.com/artist/2GpXUAHwbk1AO5h0kF4Ty1
154,154,Brian D'Arcy James,3oYQrBzEQNpxnjWXP54B4n,"broadway, show tunes",12564,48,https://open.spotify.com/artist/3oYQrBzEQNpxnjWXP54B4n
155,155,Alex Brightman,7abCELr0U2E5K2nPjVtWkN,,74040,61,https://open.spotify.com/artist/7abCELr0U2E5K2nPjVtWkN
156,156,Scott Redmond,34MOUjKckIlnFA01P0Vxeo,show tunes,3851,50,https://open.spotify.com/artist/34MOUjKckIlnFA01P0Vxeo
157,157,Barrett Wilbert Weed,5yCkSShz4MTqE4Lp6fVZMz,"broadway, show tunes",94038,63,https://open.spotify.com/artist/5yCkSShz4MTqE4Lp6fVZMz
158,158,Emily Rohm,0xbFeNL2mGn3piQX1Xpsf4,show tunes,15108,48,https://open.spotify.com/artist/0xbFeNL2mGn3piQX1Xpsf4
159,159,Kholby Wardell,0i1Qvyl514tYAXRoFoVtPm,show tunes,11315,50,https://open.spotify.com/artist/0i1Qvyl514tYAXRoFoVtPm
160,160,Doc & Merle Watson,7GekK1oMVU35jfChgIP2PU,"appalachian folk, bluegrass, progressive bluegrass, traditional folk",25623,33,https://open.spotify.com/artist/7GekK1oMVU35jfChgIP2PU
